Emirate_Ar,Emirate_En,Category_Type_Ar,Category_Type_En,Measurement_unit_Ar,Measurement_unit_En,اسم المحطة,Station Name,نوع موقع المحطة ,Type of Location ,Year,Value
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ديرة ,Deira,سكنية-تجارية,Residential-Commercial,2014,52.652
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الكرامة,Karama,سكنية-تجارية,Residential-Commercial,2014,52.652
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حديقة زعبيل,Zabeel Park,حديقة,Park,2014,41.369
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,قرية جبل علي ,Jebel Ali Village,سكنية,Residential,2014,47.011
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,تلال الإمارات,Emirates Hills,سكنية,Residential,2014,39.489
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مطار دبي,Dubai Airport,سكنية,Airport,2014,65.815
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المشرف,Mushrif,حديقة,Park,2014,45.13
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حتا,Hatta,نائية,Remote Area,2014,33.848
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ميناء جبل علي,Jebel Ali Port,صناعية  ,Industrial,2014,58.293
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ورسان ,Warsan,صناعية  ,Industrial,2014,20.685
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ زايد,Shk. Zayed Road,جانب الطريق,Traffic,2014,80.858
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ محمد بن زايد,Sheikh Mohd. Bin Zayed Rd.,جانب الطريق,Traffic,2014,52.652
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحمرية,Al hummariah,صناعية ,Industrial ,2014,30.73749959438106
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,كلباء,Kalba,سكنية ,Residential,2014,25.354702392614985
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحميدية,Al hamediah ,سكنية ,Residential,2014,54.349040410680374
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مشيرف,Musharif,سكنية ,Residential,2014,55.07969083049534
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الجير,Al Jeer,سكنية ,Residential,2014,33.12776677297249
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,البريرات,Al Burairat,سكنية ,Residential,2014,36.44673120406731
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القاسمية,AL Qasmiah,سكنية ,Residential,2014,49.60821014828051
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,غليلة,Ghalilah,سكنية ,Residential,2014,46.37225597766291
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع حمدان,Hamdan Street,جانب الطريق,Traffic,2015,49.908652
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خديجة,Khadejah School,وسط المدينة ,Down Town,2015,35.727638
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خليفة,Khalifa School,حضرية/ سكنية,Urban/Residential,2015,28.259874
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المقطع,Al Maqta,حضرية/ سكنية,Urban/Residential,2015,36.874784
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدينة خليفة أ,Khalifa City A, حضرية/ سكنية,Urban/Residential,2015,25.44351
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة بني ياس,Baniyas School,حضرية/ سكنية,Urban/Residential,2015,30.73055
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مصفح,Mussafah ,صناعية  ,Industrial,2015,49.784599
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المفرق,Al Mafraq,صناعية,Industrial,2015,47.653056
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, شارع العين,Al Ain Street,جانب الطريق,Traffic,2015,41.972826
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة العين,Al Ain Islamic Institute,حضرية/ سكنية,Urban/Residential,2015,34.346547
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الطوية,Al Tawia,حضرية/ سكنية,Urban/Residential,2015,25.220377
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,زاخر,Zakher , حضرية/ سكنية,Urban/Residential,2015,31.548281
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,سويحان,Sweihan,حضرية/ سكنية,Urban/Residential,2015,13.795414
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القوع,Al Qua'a,ريفية/ سكنية,Residential,2015,4.942472
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,طريق أبوظبي - طريف السريع,Abu Dhabi- Tarif Road,جانب الطريق,Traffic,2015,-
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, بدع زايد,Bida Zayed ,حضرية/ سكنية,Urban/Residential,2015,16.495304
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حبشان,Habshan South ,ريفية/ سكنية,Residential,2015,13.843938
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الرويس,Ruwais ,صناعية  ,Industrial,2015,25.609025
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة غياثي,Gayathi School,وسط المدينة,Down Town,2015,15.581766
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,واحة ليوا,Liwa Oasis,نائية,Remote Area,2015,3.779357
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ديرة ,Deira,سكنية-تجارية,Residential-Commercial,2015,41.30484
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الكرامة,Karama,سكنية-تجارية,Residential-Commercial,2015,61.910004
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حديقة زعبيل,Zabeel Park,حديقة,Park,2015,53.448431
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,قرية جبل علي ,Jebel Ali Village,سكنية,Residential,2015,40.719358
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,تلال الإمارات,Emirates Hills,سكنية,Residential,2015,57.781271
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مطار دبي,Dubai Airport,سكنية,Airport,2015,68.781627
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المشرف,Mushrif,حديقة,Park,2015,64.821281
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حتا,Hatta,نائية,Remote Area,2015,30.605964
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ميناء جبل علي,Jebel Ali Port,صناعية  ,Industrial,2015,88.750848
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ورسان ,Warsan,صناعية  ,Industrial,2015,31.921908
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ زايد,Shk. Zayed Road,جانب الطريق,Traffic,2015,88.354112
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ محمد بن زايد,Sheikh Mohd. Bin Zayed Rd.,جانب الطريق,Traffic,2015,63.195767
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحمرية,Al hummariah,صناعية ,Industrial ,2015,54.778771
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,كلباء,Kalba,سكنية ,Residential,2015,25.631171
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحميدية,Al hamediah ,سكنية ,Residential,2015,40.595678
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مشيرف,Musharif,سكنية ,Residential,2015,50.438797
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الجير,Al Jeer,سكنية ,Residential,2015,35.776193
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,البريرات,Al Burairat,سكنية ,Residential,2015,41.295026
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القاسمية,AL Qasmiah,سكنية ,Residential,2015,45.041574
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,غليلة,Ghalilah,سكنية ,Residential,2015,45.516624
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع حمدان,Hamdan Street,جانب الطريق,Traffic,2016,50.06024426435323
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خديجة,Khadejah School,وسط المدينة ,Down Town,2016,30.79187892632786
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة خليفة,Khalifa School,حضرية/ سكنية,Urban/Residential,2016,27.804073179150826
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المقطع,Al Maqta,حضرية/ سكنية,Urban/Residential,2016,38.667984825842
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدينة خليفة أ,Khalifa City A, حضرية/ سكنية,Urban/Residential,2016,28.22411396803325
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة بني ياس,Baniyas School,حضرية/ سكنية,Urban/Residential,2016,32.17153855126565
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مصفح,Mussafah ,صناعية  ,Industrial,2016,52.43224554997721
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المفرق,Al Mafraq,صناعية,Industrial,2016,45.77585077768658
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, شارع العين,Al Ain Street,جانب الطريق,Traffic,2016,42.68088604704258
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة العين,Al Ain Islamic Institute,حضرية/ سكنية,Urban/Residential,2016,32.43991553475631
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الطوية,Al Tawia,حضرية/ سكنية,Urban/Residential,2016,33.42309540150991
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,زاخر,Zakher , حضرية/ سكنية,Urban/Residential,2016,35.2316202794779
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,سويحان,Sweihan,حضرية/ سكنية,Urban/Residential,2016,13.174234752589133
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القوع,Al Qua'a,ريفية/ سكنية,Residential,2016,4.506328968527434
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,طريق أبوظبي - طريف السريع,Abu Dhabi- Tarif Road,جانب الطريق,Traffic,2016,-
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³, بدع زايد,Bida Zayed ,حضرية/ سكنية,Urban/Residential,2016,13.9569051580699
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حبشان,Habshan South ,ريفية/ سكنية,Residential,2016,13.056955168837167
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الرويس,Ruwais ,صناعية  ,Industrial,2016,24.838111726685092
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مدرسة غياثي,Gayathi School,وسط المدينة,Down Town,2016,14.90160212079297
أبوظبي,Abu Dhabi  ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,واحة ليوا,Liwa Oasis,نائية,Remote Area,2016,4.05989217065167
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ديرة ,Deira,سكنية-تجارية,Residential-Commercial,2016,55.67470655650165
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الكرامة,Karama,سكنية-تجارية,Residential-Commercial,2016,59.71688413928115
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حديقة زعبيل,Zabeel Park,حديقة,Park,2016,59.74942498356629
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,قرية جبل علي ,Jebel Ali Village,سكنية,Residential,2016,51.24885552150425
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,تلال الإمارات,Emirates Hills,سكنية,Residential,2016,46.82234218403396
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مطار دبي,Dubai Airport,سكنية,Airport,2016,56.66635507426366
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,المشرف,Mushrif,حديقة,Park,2016,31.793588008541967
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,حتا,Hatta,نائية,Remote Area,2016,24.317055745020525
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ميناء جبل علي,Jebel Ali Port,صناعية  ,Industrial,2016,-
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,ورسان ,Warsan,صناعية  ,Industrial,2016,54.785712161021365
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ زايد,Shk. Zayed Road,جانب الطريق,Traffic,2016,51.843075746068216
دبي,Dubai,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,شارع الشيخ محمد بن زايد,Sheikh Mohd. Bin Zayed Rd.,جانب الطريق,Traffic,2016,76.5590123307921
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحمرية,Al hummariah,صناعية ,Industrial ,2016,47.04999999999999
الشارقة,Sharjah,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,كلباء,Kalba,سكنية ,Residential,2016,25.210000000000004
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الحميدية,Al hamediah ,سكنية ,Residential,2016,51.60583333333333
عجمان ,Ajman,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,مشيرف,Musharif,سكنية ,Residential,2016,50.54916666666667
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,الجير,Al Jeer,سكنية ,Residential,2016,32.09416666666666
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,البريرات,Al Burairat,سكنية ,Residential,2016,37.973333333333336
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,القاسمية,AL Qasmiah,سكنية ,Residential,2016,46.45833333333334
رأس الخيمة ,Ras Al-Khaimah ,تركيز ثاني أكسيد النيتروجين (NO2),Nitrogen Dioxide (NO2) Concentration,ميكروجرام/متر مكعب, µg/m³,غليلة,Ghalilah,سكنية ,Residential,2016,44.87416666666667
